#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         184
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext (microns^2)       SSA              g 
      1     0.221920559E+01     0.000000000E+00     0.000000000E+00     0.229923443E+01     0.000000000E+00     0.000000000E+00
      2     0.296022129E+01     0.407606530E+01     0.381756976E+01     0.285235507E+01     0.281942695E-02    -0.244687197E-01
      3     0.243132051E+01     0.338223601E+01     0.342131089E+01     0.250709365E+01    -0.189682165E+00    -0.686569189E-02
      4     0.180336599E+01     0.249818988E+01     0.240002614E+01     0.184306959E+01    -0.362517718E-01    -0.483828353E-01
      5     0.124905888E+01     0.150482873E+01     0.136183825E+01     0.117510519E+01    -0.190109220E+00     0.301014526E-01
      6     0.587324120E+00     0.927656889E+00     0.956592040E+00     0.659167279E+00     0.715281161E-01     0.229527477E-01
      7     0.487127043E+00     0.410994794E+00     0.286904249E+00     0.394442551E+00    -0.145928978E-01     0.265658497E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2763
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999839E+00     0.000000000E+00     0.000000000E+00     0.900560134E+00     0.000000000E+00     0.000000000E+00
      1     0.217000972E+01     0.000000000E+00     0.000000000E+00     0.226477259E+01     0.000000000E+00     0.000000000E+00
      2     0.289966275E+01     0.403725402E+01     0.377607961E+01     0.280082768E+01     0.230462631E-02    -0.246960575E-01
      3     0.232996814E+01     0.327511399E+01     0.331684339E+01     0.240088031E+01    -0.194500969E+00     0.826700011E-02
      4     0.174417511E+01     0.239959862E+01     0.232094849E+01     0.178869719E+01    -0.361581993E-01    -0.467342835E-01
      5     0.127881522E+01     0.147625249E+01     0.134233703E+01     0.119998635E+01    -0.234705692E+00     0.426657656E-01
      6     0.653834129E+00     0.100495138E+01     0.104395668E+01     0.714954752E+00     0.826580128E-02     0.127376401E-01
      7     0.572723153E+00     0.461185993E+00     0.358067158E+00     0.479838275E+00    -0.800666897E-01     0.111923894E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2793
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999851E+00     0.000000000E+00     0.000000000E+00     0.892482247E+00     0.000000000E+00     0.000000000E+00
      1     0.216730389E+01     0.000000000E+00     0.000000000E+00     0.224308941E+01     0.000000000E+00     0.000000000E+00
      2     0.290746162E+01     0.402048453E+01     0.375995956E+01     0.279841541E+01    -0.431962868E-02    -0.177448252E-01
      3     0.235078470E+01     0.328726898E+01     0.331925088E+01     0.241837158E+01    -0.183824692E+00     0.246975669E-01
      4     0.179216116E+01     0.244754511E+01     0.234498843E+01     0.181607627E+01    -0.177484216E-01    -0.313697463E-01
      5     0.124732923E+01     0.148484037E+01     0.136285602E+01     0.119684297E+01    -0.220813070E+00     0.232585788E-01
      6     0.614500222E+00     0.979576468E+00     0.981489171E+00     0.670262850E+00     0.554242288E-02    -0.186036114E-01
      7     0.483061579E+00     0.397453044E+00     0.278969383E+00     0.402705918E+00    -0.703454925E-01    -0.364259081E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2825
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999856E+00     0.000000000E+00     0.000000000E+00     0.895725186E+00     0.000000000E+00     0.000000000E+00
      1     0.223911273E+01     0.000000000E+00     0.000000000E+00     0.230824899E+01     0.000000000E+00     0.000000000E+00
      2     0.299448506E+01     0.408928809E+01     0.383953505E+01     0.288439483E+01     0.231632619E-03    -0.238043246E-02
      3     0.249348852E+01     0.344005495E+01     0.347600152E+01     0.256877477E+01    -0.178931473E+00     0.131557150E-01
      4     0.187385988E+01     0.257649173E+01     0.247330805E+01     0.191620839E+01    -0.238854275E-01    -0.249644358E-01
      5     0.124335844E+01     0.155344892E+01     0.141605162E+01     0.119996120E+01    -0.178351888E+00    -0.126302089E-01
      6     0.560543571E+00     0.913828730E+00     0.913770968E+00     0.636075604E+00     0.751607833E-01    -0.200829410E-01
      7     0.403134540E+00     0.361021146E+00     0.231022167E+00     0.334198955E+00     0.681278196E-02    -0.136141462E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2857
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999859E+00     0.000000000E+00     0.000000000E+00     0.898428043E+00     0.000000000E+00     0.000000000E+00
      1     0.224621400E+01     0.000000000E+00     0.000000000E+00     0.231924345E+01     0.000000000E+00     0.000000000E+00
      2     0.300236131E+01     0.409976286E+01     0.385169642E+01     0.289482811E+01    -0.214928198E-02    -0.183563377E-01
      3     0.250098880E+01     0.345220336E+01     0.349222605E+01     0.258125017E+01    -0.182592848E+00    -0.409140310E-02
      4     0.185361714E+01     0.257302581E+01     0.247424466E+01     0.190624476E+01    -0.283846181E-01    -0.457670035E-01
      5     0.126463943E+01     0.155303782E+01     0.140427081E+01     0.120736653E+01    -0.172096317E+00     0.124936906E-01
      6     0.573500752E+00     0.928890203E+00     0.942174403E+00     0.650686869E+00     0.838864329E-01     0.100401754E-01
      7     0.433265303E+00     0.380387378E+00     0.259006436E+00     0.364933629E+00     0.203225847E-01     0.149857834E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2890
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999868E+00     0.000000000E+00     0.000000000E+00     0.901967049E+00     0.000000000E+00     0.000000000E+00
      1     0.219986841E+01     0.000000000E+00     0.000000000E+00     0.228572234E+01     0.000000000E+00     0.000000000E+00
      2     0.294547104E+01     0.406234690E+01     0.381025580E+01     0.284252225E+01     0.453704773E-02    -0.266446335E-01
      3     0.240768524E+01     0.334963670E+01     0.339421173E+01     0.248367171E+01    -0.189502739E+00    -0.245101061E-02
      4     0.178570333E+01     0.247815235E+01     0.239090805E+01     0.183035509E+01    -0.269288116E-01    -0.521059712E-01
      5     0.128933879E+01     0.150514596E+01     0.136176333E+01     0.120396552E+01    -0.211947563E+00     0.346390308E-01
      6     0.631098929E+00     0.982444869E+00     0.101991464E+01     0.689128116E+00     0.390812006E-01     0.201603066E-01
      7     0.515939360E+00     0.420787593E+00     0.320658503E+00     0.427346608E+00    -0.297783080E-01     0.192234576E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2924
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999870E+00     0.000000000E+00     0.000000000E+00     0.902245672E+00     0.000000000E+00     0.000000000E+00
      1     0.216794904E+01     0.000000000E+00     0.000000000E+00     0.225301799E+01     0.000000000E+00     0.000000000E+00
      2     0.290871625E+01     0.402896748E+01     0.377830333E+01     0.280761807E+01    -0.131229792E-02    -0.242320512E-01
      3     0.235125736E+01     0.328491034E+01     0.332542166E+01     0.241959313E+01    -0.188141371E+00     0.181153822E-01
      4     0.176195162E+01     0.243060355E+01     0.235191655E+01     0.181133311E+01    -0.231942449E-01    -0.474861305E-01
      5     0.131490682E+01     0.150374758E+01     0.136196189E+01     0.123734807E+01    -0.224475551E+00     0.326261116E-01
      6     0.667436779E+00     0.104375638E+01     0.107191990E+01     0.722271619E+00     0.408171876E-02    -0.103442395E-01
      7     0.561986795E+00     0.448099234E+00     0.346227795E+00     0.473356680E+00    -0.639296711E-01    -0.954978846E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2959
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999875E+00     0.000000000E+00     0.000000000E+00     0.893015721E+00     0.000000000E+00     0.000000000E+00
      1     0.220188584E+01     0.000000000E+00     0.000000000E+00     0.226727993E+01     0.000000000E+00     0.000000000E+00
      2     0.295984877E+01     0.404937453E+01     0.379724802E+01     0.284390169E+01    -0.108661640E-02    -0.169967710E-01
      3     0.243910774E+01     0.337173561E+01     0.340537509E+01     0.250484042E+01    -0.176698128E+00     0.215142236E-01
      4     0.184169253E+01     0.253066532E+01     0.242777622E+01     0.187499155E+01    -0.420907147E-02    -0.265556321E-01
      5     0.127356695E+01     0.153582686E+01     0.140226269E+01     0.123001050E+01    -0.207808698E+00     0.869829729E-02
      6     0.598367083E+00     0.981022866E+00     0.967562051E+00     0.655054430E+00     0.225288236E-01    -0.313511172E-01
      7     0.434048511E+00     0.367843853E+00     0.243948166E+00     0.363533212E+00    -0.337396733E-01    -0.152612480E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2994
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999885E+00     0.000000000E+00     0.000000000E+00     0.899705684E+00     0.000000000E+00     0.000000000E+00
      1     0.225404683E+01     0.000000000E+00     0.000000000E+00     0.232014083E+01     0.000000000E+00     0.000000000E+00
      2     0.302098941E+01     0.410361540E+01     0.386331136E+01     0.291257719E+01    -0.221194875E-02    -0.105639891E-01
      3     0.253741245E+01     0.348186100E+01     0.352096847E+01     0.261770833E+01    -0.176326664E+00     0.446439687E-02
      4     0.189584014E+01     0.262218895E+01     0.252008942E+01     0.194777798E+01    -0.201672165E-01    -0.369299114E-01
      5     0.127540580E+01     0.158426954E+01     0.144071426E+01     0.123478656E+01    -0.168680417E+00    -0.122891039E-01
      6     0.569933077E+00     0.938741123E+00     0.934632850E+00     0.644200462E+00     0.797036043E-01    -0.176502215E-01
      7     0.387129557E+00     0.350679522E+00     0.231202763E+00     0.333629850E+00     0.305444665E-01    -0.109185820E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3030
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999887E+00     0.000000000E+00     0.000000000E+00     0.901111098E+00     0.000000000E+00     0.000000000E+00
      1     0.224753264E+01     0.000000000E+00     0.000000000E+00     0.231576410E+01     0.000000000E+00     0.000000000E+00
      2     0.301026108E+01     0.409818007E+01     0.385912539E+01     0.290597817E+01     0.837025803E-03    -0.229400904E-01
      3     0.252330540E+01     0.346679019E+01     0.350355588E+01     0.259985166E+01    -0.181006351E+00    -0.649562023E-02
      4     0.187111182E+01     0.259885266E+01     0.250278946E+01     0.192333548E+01    -0.263007072E-01    -0.519923232E-01
      5     0.128797404E+01     0.156966929E+01     0.142062222E+01     0.122765346E+01    -0.171369875E+00    -0.199602314E-02
      6     0.581630319E+00     0.946897518E+00     0.958978045E+00     0.651909867E+00     0.805210927E-01    -0.526018847E-02
      7     0.418918504E+00     0.364769013E+00     0.249518291E+00     0.351331645E+00     0.272810473E-01     0.232287772E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3068
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999889E+00     0.000000000E+00     0.000000000E+00     0.905264785E+00     0.000000000E+00     0.000000000E+00
      1     0.222678785E+01     0.000000000E+00     0.000000000E+00     0.230522877E+01     0.000000000E+00     0.000000000E+00
      2     0.297733440E+01     0.408391286E+01     0.384491782E+01     0.288291983E+01     0.166407329E-02    -0.292896618E-01
      3     0.247479185E+01     0.341618814E+01     0.345163940E+01     0.254562359E+01    -0.188619492E+00    -0.774240024E-02
      4     0.182212462E+01     0.253677371E+01     0.245522625E+01     0.187311998E+01    -0.334200093E-01    -0.585700974E-01
      5     0.130865746E+01     0.153863802E+01     0.139746827E+01     0.123602535E+01    -0.202460016E+00     0.186048496E-01
      6     0.607849300E+00     0.980274164E+00     0.101096853E+01     0.673942344E+00     0.432429230E-01     0.677278830E-02
      7     0.482837497E+00     0.394884944E+00     0.290660817E+00     0.404922658E+00    -0.137187414E-01     0.868782461E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.3106
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999896E+00     0.000000000E+00     0.000000000E+00     0.900448908E+00     0.000000000E+00     0.000000000E+00
      1     0.217724891E+01     0.000000000E+00     0.000000000E+00     0.225974883E+01     0.000000000E+00     0.000000000E+00
      2     0.292047305E+01     0.403653603E+01     0.378556066E+01     0.282263038E+01     0.138503163E-01    -0.282064378E-01
      3     0.238842999E+01     0.331650978E+01     0.335098106E+01     0.245774435E+01    -0.192660927E+00     0.304693692E-02
      4     0.177532256E+01     0.246624955E+01     0.237828841E+01     0.181161686E+01    -0.308606583E-01    -0.559922442E-01
